text1,label1,text2,label2
"The figures, released by the Chartered Management Institute (CMI), reveal that men in UK management roles earned average bonuses of 6,442 in 2012 compared with 3,029 for women.
",2,"The numbers, released by the Chartered Management Institute (CMI), show that men in UK management jobs earned average bonuses of 6,442 in 2012  compared with 3,029 for women.
",0
"In the most senior roles, female directors received bonuses of 36,270 over the past 12 months, compared with 63,700 awarded to male directors.
",2,"Female directors received bonuses of 36,270 over the past 12 months, compared with 63,700 received by male directors.
",0
"There must be something wrong with this country, said Nadia al Husin, holding up a banner calling on the government to do more for education.
",2,"There must be something wrong with this country, said Nadia al Husin.
",0
"At a far smaller rally in Brasilia, demonstrators broke through police lines to enter the high-security area of the national congress.
",2,"At a smaller rally in Brasilia, demonstrators entered the high-security area of the national congress.
",0
"In Belo Horizonte, police clashed with protesters who tried to break through a cordon around a football stadium hosting a Confederations Cup match between Nigeria and Tahiti.
",2,"In Belo Horizonte, police clashed with protesters who tried to get into a football stadium, where there was a Confederations Cup match between Nigeria and Tahiti.
",0
"But now Brazil is once again in crisis, with a constant rise in prices, so people are finally reacting.
",2,"But now Brazil once again has problems, with a constant rise in prices, so people are finally reacting.
",0
"Brazilians tend to be too nice sometimes  they enjoy partying rather than protesting  but something is changing, said Deli Borsari, a 53-year-old yoga instructor.
",2,"Brazilians are usually too nice; they enjoy partying, not protesting, but something is changing, said Deli Borsari, a 53-year-old yoga teacher.
",0
"Footage showed frightened Japanese supporters rushing from the area holding their children, as the sound of shots  perhaps rubber bullets or tear gas  was heard.
",2,"Frightened Japanese supporters ran from the area holding their children, when they heard shots  perhaps rubber bullets or tear gas.
",0
"Another protest march, near Rios Maracana Stadium, was met with a similarly heavy police response.
",2,"Another protest march, near Rios Maracana Stadium, also had a heavy police response.
",0
"Health warnings covering nearly two-thirds of cigarette packs and a ban on menthol cigarettes across the EU have come a step nearer following a vote in the European Parliament.
",2,"The European Parliament have said that health warnings will cover nearly two-thirds of cigarette packs and there will be a ban on menthol cigarettes in the EU.
",0
"However, we are disappointed with the decision to reject the proposal to regulate nicotine-containing products (NCPs), including e-cigarettes, as medicines.
",2,"But we are disappointed with the decision not to regulate nicotine-containing products (NCPs), including e-cigarettes, as medicines.
",0
"Figures show smoking levels in England are at their lowest since records began  19.5 per cent  but we are determined to further reduce rates of smoking and believe this important step will help.
",2,"Smoking levels in England are at their lowest since records began  19.5 per cent  but we want to reduce the numbers of people smoking even more and believe this important step will help.
",0
"The MEPs voted to put health warnings on 65% of each cigarette pack, as opposed to a proposed 75%.
",2,"The MEPs voted to put health warnings on 65% of each cigarette pack.
",0
"Maria van der Hoeven, Executive Director of the IEA, said: Coals share of the global energy mix continues to grow each year and, if no changes are made to current policies, coal will catch oil within a decade.
",2,"Maria van der Hoeven, Executive Director of the IEA, said that the amount of coal we use continues to grow each year and, if no changes are made, coal will catch oil within ten years.
",0
"According to the IEA, demand from China and India will drive world coal use in the coming five years, with India likely to overtake the US as the worlds second biggest consumer.
",2,"The IEA says that China and India will drive world coal use in the next five years, and India will probably overtake the US as the worlds second biggest consumer.
",0
"China is the biggest coal importer, and Indonesia the biggest exporter, having temporarily overtaken Australia.
",2,"China is the biggest coal importer, and Indonesia is the biggest coal exporter.
",0
"According to the IEAs Medium-Term Coal Market Report the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today  the equivalent of the current coal consumption of Russia and the US combined.
",2,"According to the IEAs Medium-Term Coal Market Report, the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today.
",0
"Illegal downloading is a kind of moral squalor and theft, as much as reaching in to someones pocket and stealing their wallet is theft, says author Philip Pullman.
",2,"Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.
",0
"He is highly critical of internet users who think it is OK to download music or books without paying for them.
",2,"He criticizes internet users who think it is OK to download music or books without paying for them.
",0
"It is outrageous that anyone can steal an artists work and get away with it.
",2,"It is outrageous that anyone can steal an artists work without punishment.
",0
"His article comes after music industry leaders met British Prime Minister David Cameron in Downing Street, where the issue of web piracy was discussed.
",2,"His article comes after music industry leaders met British Prime Minister David Cameron in Downing Street to discuss the issue of web piracy.
",0
"Pullman, writer of the His Dark Materials trilogy, says authors and musicians work in poverty and obscurity for years to bring their work to the level that gives delight to their audiences and, as soon as they achieve that, the possibility of making a living from it is taken away from them.
",2,"Pullman, writer of the His Dark Materials trilogy, says authors and musicians work in poverty for years to bring their work to the level that gives happiness to their audiences and, when they achieve that, the possibility of making money from it is taken away from them.
",0
"The magazines editor, Rachael Jolley, said: Existing copyright laws dont work in the digital age and risk criminalizing consumers.
",2,"The magazines editor, Rachael Jolley, said: Existing copyright laws dont work in the digital age and they criminalize consumers.
",0
"We need new models for how artists, writers and musicians earn a living from their work.
",2,"We need new ideas for how artists, writers and musicians can earn a living from their work.
",0
"Data collected by Ofcom (the independent regulator and competition authority for the UK communications industries) suggests that, between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated, along with 52 million TV shows, 29 million films, 18 million ebooks and 7 million software or games files.
",2,"Between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated along with 52 million TV shows, 29 million films,18 million ebooks and 7 million software or games files.
",0
"So he tried crowdfunding on a US website, Indiegogo, which had recently opened up in the UK.
",2,"So he tried crowdfunding on a US website, Indiegogo, which has recently opened up in the UK.
",0
"For Danae Ringelmann, co-founder of Indiegogo, the gravity light is a perfect example of how meritocratic crowdfunding can be and how it can test an entrepreneurs idea.
",2,"For Danae Ringelmann, who started Indiegogo, the gravity light is a perfect example of how crowdfunding can work and how it can test an entrepreneurs idea.
",0
"International activity is up 41% since December.
",2,"International activity has increased by 41% since December.
",0
"The site levies a 4% fee for successful campaigns.
",2,"The site charges a 4% fee for successful campaigns.
",0
"A British woman, Lauren Pears, raised 100,000 to open a cat caf in London through the site.
",2,"A British woman made 100,000 to open a cat caf in London through the site.
",0
"Known as Lady Dinahs Cat Emporium, it is yet to open but is billed as somewhere people can come in from the cold to a comfortable wingback chair, a hot cup of tea, a book and a cat.
",2,"It will be somewhere people can come in from the cold to a comfortable chair, a hot cup of tea, a book and a cat.
",0
"On some sites, there was an option to click, saying: Id like kids someday, but you would read the persons profile and think: You will never have time!
",2,"On some sites, there was an option to click saying: Id like kids someday, but I read the persons profile and thought: You will never have time!
",0
"And I just thought: You shouldnt be ashamed of this.
",2,"And I thought: You shouldnt be ashamed of this.
",0
"The site has come at an opportune time for the country of five million people.
",2,"The site has come at the right time for the country of five million people.
",0
"Now, I hope, men and women who want to start a family but havent met the right person yet will have another option, says Limal.
",2,"Now, I hope, men and women who want to start a family but havent met the right person yet will have another choice, says Limal.
",0
"My goal is to pair up people who really want a family and a partner  and wholl stay together.
",2,"My goal is to bring together people who really want a family and a partner  and wholl stay together.
",0
"Im a romantic at heart.
",2,"Im a romantic.
",0
"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, a Jutlander can date a Copenhagener without too much travel, Limal said.
",2,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, someone from Jutland can date someone from Copenhagen without too much travel, Limal said.
",0
"Early on Saturday morning, he reached the summit of Nuptse, the first and lowest of the three main summits in the Everest horseshoe that surrounds the glaciated valley called the Western Cwm.
",2,"Early on Saturday morning, he reached the summit of Nuptse, the first of the three main summits in the Everest horseshoe.
",0
"That same day, he climbed up to the summit of Everest itself, reaching the top in complete darkness early on Sunday.
",2,"Later that day, he climbed to the summit of Everest, and reached the top in complete darkness early on Sunday.
",0
"Ive asked Cool to look forward and imagine what top climbers might be doing 60 years from now.
",2,"asked Cool to look forward and imagine what top climbers might do 60 years from now.
",0
"Steck, he says, was planning to climb Everests west ridge, first done in 1963, descend to the South Col and then immediately climb Lhotse via a new route, all without fixed ropes.
",2,"Steck was planning to climb Everests west ridge and then immediately climb Lhotse via a new route without fixed ropes.
",0
"It was the highest rescue yet performed on Everest and highlights the exponential rise in helicopter flights in recent years.
",2,"It was the highest rescue ever on Everest and highlights the increase in helicopter flights in recent years.
",0
"Theres less water for agriculture and less water for all the new lodges that are getting built.
",2,"Theres less water for agriculture and less water for all the new lodges that they are building.
",0
"Every village is digging a pit just beyond the houses for garbage.
",2,"Every village is digging a pit for garbage.
",0
"The other group did a ten-minute warm-up on the bike, followed by four minutes of Tabata intervals, four times a week  plus one 30-minute session of steady exercise with two minutes of intervals.
",2,"The other group did a ten-minute warm-up on the bike, then four minutes of Tabata training, four times a week  plus one 30-minute session of exercise with two minutes of Tabata.
",0
"After six weeks of testing, the group following Tabatas plan  exercising for just 88 minutes a week  had increased their anaerobic capacity by 28% and their VO2 max, a key indicator of cardiovascular health and maximal aerobic power, by 15%.
",2,"After six weeks of testing, the group who did Tabatas plan  exercising for just 88 minutes a week  increased their anaerobic capacity by 28% and their VO2 max by 15%.
",0
"The first three repetitions will feel easy but the last two will feel impossibly hard.
",2,"The first three repetitions will feel easy but the last two will feel impossible.
",0
"So while it is used by most people to get fit  or by fit people to get even fitter  it also burns fat.
",2,"Most people use it to get fit or to get even fitter, but the programme also burns fat.
",0
"I decided to do this because I often go on YouTube and, while I am honoured that people are doing it, some are doing it wrong because they dont realize the intensity you need to work at, says Tabata.
",2,"I decided to do this because I often go on YouTube and some people are doing it wrong because they dont understand how hard they need to work, says Tabata.
",0
"Gym rats can benefit by doing three strength sessions and three Tabatas a week.
",2,"Gym fans can benefit by doing three strength sessions and three Tabatas a week.
",0
"The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.
",2,"The problem is that, in the US and UK, most people who want to join Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.
",0
"The number of minutes Americans spend on Facebook appears to be falling, too.
",2,"The number of minutes Americans spend on Facebook is falling, too.
",0
"The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore.
",2,"The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February.
",0
"The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends  and advertising  directly to the owners locked home screen. 
",2,"One initiative, Facebook Home, is software that you can download onto Android phones to feed news and photos from friends  and advertising  directly to your home screen.           
",0
"That way, the mice learned to associate fear of the electric shock with the memory of the first chamber.
",2,"That way, the mice associated fear of the electric shock with the memory of the first box.
",0
"So, just like our mouse, it is quite possible we can associate what we happen to have in our mind with bad or good high-variance ongoing events.
",2,"So, just like our mouse, it is quite possible we can associate what we have in our mind with bad or good events.
",0
"He added: Our study showed that the false memory and the genuine memory are based on very similar, almost identical, brain mechanisms.
",2,"He added: Our study showed that the false memory and the real memory use very similar, almost identical, brain mechanisms.
",0
"Memory researchers have always recognized that memory does not, as is often assumed, work like a video camera, faithfully recording all of the details of anything we experience.
",2,"He added that memory researchers have always known that memory does not work like a video camera, recording all the details of anything we experience.
",0
"He cautioned that the false memories created in the mice in the experiments were far simpler than the complex false memories that have generated controversy within psychology and psychiatry  for example, false memories of childhood sexual abuse, or even memories for bizarre ritualized satanic abuse, abduction by aliens, or past lives.
",2,"He warned that the false memories created in the mice in the experiments were far simpler than the complex false memories people have, such as false memories of childhood sexual abuse, abduction by aliens, or past lives.
",0
"Can false memories be artificially created?
",2,"Can we create false memories?
",0
"What about false memories for more than just contexts  false memories for objects, food or other mice?
",2,"What about false memories for more than just places  false memories for objects, food or other mice?
",0
"While he will become a United director and ambassador, the club will now have to find someone to replace a man who has won 13 English Premier League titles, two Champions Leagues, the Cup Winners Cup, five FA Cups and four League Cups.
",2,"He has won 13 Premier League titles, two Champions Leagues, the Cup Winners Cup, five FA Cups and four League Cups.
",0
"It was important to me to leave an organization in the strongest possible shape and I believe I have done so.
",2,"It was important to me to leave an organization in the strongest possible condition and I believe I have done so.
",0
"Without their contribution, the history of this great club would not be as rich.
",2,"Without them, the history of this great club would not be as rich.
",0
"In my early years, the backing of the board, and Sir Bobby Charlton in particular, gave me the confidence and time to build a football club, rather than just a football team.
",2,"In my early years, the support of the board of directors gave me the confidence and time to build a football club, not just a football team.
",0
"I will always cherish the wonderful memories he has given us, like that magical night in Moscow.
",2,"I will never forget the wonderful memories he has given us, like that magical night in Moscow.
",0
"Alexs vision, energy and ability have built teams  both on and off the pitch  that his successor can count on as among the best and most loyal in world sport.
",2,"Alexs vision, energy and ability have built teams that are some of the best and most loyal in world sport.
",0
"What he has done for this club and for the game in general will never be forgotten.
",2,"We will never forget what he has done for this club and for the game in general.
",0
"It has been the greatest experience of my working life being alongside Alex and a great honour to be able to call him a friend.
",2,"Working with Alex has been the greatest experience of my working life and it is a great honour to be able to call him a friend.
",0
"The Seattle-based company has applied for its brand to be a top-level domain name (currently .com), but the South American governments argue this would prevent the use of this internet address for environmental protection, the promotion of indigenous rights and other public interest uses.
",2,"Amazon has asked for its company name to be a top-level domain name (currently .com), but the South American governments say this would stop the use of this internet address for environmental protection, indigenous rights and other public interest uses.
",0
"Until now, the differences between commercial, governmental and other types of identity were easily distinguished in every internet address by .com, .gov and 20 other categories.
",2,"Until now, the differences between commercial, governmental and other types of identity were easy to see in every internet address by the use of .com, .gov and 20 other categories.
",0
"Amazon has applied for dozens of new domains, including .shop, .song, .book and .kindle.
",2,"Amazon has applied for many new domains, including .shop, .song, .book and .kindle.
",0
"Allowing private companies to register geographical names as gTLDs to reinforce their brand strategy or to profit from the meaning of these names does not serve, in our view, the public interest, the Brazilian Ministry of Science and Technology said.
",2,"Allowing private companies to register geographical names as gTLDs to profit from the meaning of these names is not, in our view, in the public interest, the Brazilian Ministry of Science and Technology said.
",0
"Brazil said its views were endorsed last month by other members of the Amazon Cooperation Treaty (Bolivia, Colombia, Ecuador, Guyana, Suriname and Venezuela).
",2,"Brazil said other members of the Amazon Cooperation Treaty support its views (Bolivia, Colombia, Ecuador, Guyana, Suriname and Venezuela).
",0
"Argentina has lodged an expression of its unhappiness that the US outdoor clothing retailer, Patagonia, is claiming a domain name that has been known far longer as a region of spectacular beauty that also has its own parliament.
",2,"Argentina is unhappy that the US outdoor clothing retailer, Patagonia, wants a domain name that has been known far longer as a region of spectacular beauty.
",0
"Argentina rejects the .patagonia request for a new generic top-level domain, the government notes in an appeal.
",2,"Argentina rejects the .patagonia request for a new generic top-level domain.
",0
"Patagonia is a relevant region for the countrys economy because it has oil, fishing, mining and agriculture resources.
",2,"Patagonia is an important region for the countrys economy because it has oil, fishing, mining and agriculture resources.
",0
"But Bartho Boer, a spokesman for the Mayor, denies that the plans are illiberal.
",2,"Bartho Boer, a spokesman for the Mayor, says that the plans are not illiberal.
",0
"We want everyone to be who he and she is  whether they are gay and lesbian or stand up to violence and are then victims of harassment.
",2,"We want everyone to be who he and she is  whether they are gay and lesbian or try to stop violence and are then victims of harassment.
",0
"We as a society want to defend them.
",2,"We want to defend them.
",0
"It would be more accurate to call them scum houses than scum villages, says Boer, because we dont want to put more than one of these families in the same area.
",2,"They are scum houses not scum villages, says Boer, because we dont want to put more than one of these families in the same area.
",0
"They are taken care of so the whole situation is not going to repeat at the new house they are in, says Boer. 
",2,"We will take care of them so the whole situation is not going to repeat at the new house they are in, says Boer. 
",0
"She has now exploded into the public consciousness with an album and a huge hit single, Show das Poderosas, which topped the charts and attracted 52 million YouTube views.
",2,"She now has an album and a huge hit single, Show das Poderosas, which was number one in the charts and attracted 52 million YouTube views.
",0
"This is a sensitive topic in this largely mixed-raced nation.
",2,"This is a sensitive topic in this mixed-raced country.
",0
"In Brazilian cities, white workers earn roughly twice as much as those of African descent.
",2,"In Brazilian cities, white workers earn twice as much as workers of African descent.
",0
"Maycon de Mattos Batista, a financial analyst who worked with Anitta while she was an intern, said there had been a huge change in Anittas image, but not of her colour.
",2,"Maycon de Mattos Batista, a financial analyst who used to work with Anitta, said there has been a huge change in Anittas image, but not of her colour.
",0
"I dont believe its whitening; its more the way they are producing her with makeup, hairstylists and the way she dresses, he said.
",2,"I dont believe she is whiter; its more the makeup, hairstylists and the way she dresses, he said.
",0
"Oxfam said the worlds poorest could be lifted out of poverty several times over if the richest 100 billionaires would give away the money they made in 2012.
",2,"Oxfam said the world could end poverty several times over if the richest 100 billionaires would give away the money they made in 2012.
",0
"In China, the top 10% now take home nearly 60% of the income.
",2,"In China, the top 10% now earn nearly 60% of the income.
",0
"Chinese inequality levels are now similar to those in South Africa, which is now the most unequal country on Earth and significantly more unequal than at the end of apartheid.
",2,"Chinese inequality levels are now similar to those in South Africa, which is now the most unequal country on Earth.
",0
"In the US, the share of national income going to the top 1% has doubled since 1980 from 10 to 20%, the report says.
",2,"In the US, the share of national income that goes to the top 1% of people has doubled since 1980 from 10% to 20%, the report says.
",0
"Oxfam said world leaders should learn from countries such as Brazil, which has grown rapidly while reducing inequality.
",2,"Oxfam said world leaders should learn from countries such as Brazil, which has grown quickly and reduced inequality at the same time.
",0
"She said closing tax havens, which the Tax Justice Network says hold as much as $31 trillion, or as much as a third of all global wealth, could yield $189bn in additional tax revenues. 
",2,"She said closing tax havens, which hold as much as $31 trillion, or as much as a third of all global wealth, could collect $189bn in additional taxes.       
",0
"Back in 2005, when BlackBerry brought instant messaging to the mobile phone, the company was just entering its boom times.
",2,"In 2005, BlackBerry brought instant messaging to the mobile phone and the company was just entering its period of success.
",0
"Free to download and use, they use the internet to swap text messages, pictures, voice clips, stickers, and even videos in WhatsApps case, between most types of phones.
",2,"They are free to download and use, and they use the internet to swap text messages, pictures, voice clips, stickers and even videos between most types of phones.
",0
"The move to bring BlackBerry to the iPhone is four or five years too late, says James Gooderson, an 18-year-old student who blogs on technology.
",2,"The move to bring BlackBerry to the iPhone is four or five years too late, says James Gooderson, a technology blogger.
",0
"BBM claims 80 million monthly users after its upgrade, but WhatsApp has 300 million.
",2,"BBM says it has 80 million monthly users after its upgrade, but WhatsApp has 300 million.
",0
"Even the contacts and calendar sharing that BBM made possible on BlackBerry handsets have not migrated to the Apple and Android versions.
",2,"Even the contacts and calendar sharing that BBM made possible on BlackBerry phones are not on the Apple and Android versions.
",0
"Nearly 80% of young smartphone owners regularly use a social networking application, says the research firm Enders Analysis, but two-thirds use more than one.
",2,"Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.
",0
"Its a much more complex, multifaceted environment, says Benedict Evans, a digital media specialist at Enders.
",2,"Its much more complex, says Benedict Evans, a digital media specialist.
",0
"He keeps his BlackBerry for messaging, uses an iPhone over wi-fi to play games and makes phone calls on an HTC-branded Android phone.
",2,"He keeps his BlackBerry for messaging, he uses an iPhone to play games, and he makes phone calls on an Android phone.
",0
"South American Indians have chewed coca 3 leaves for centuries.
",2,"South American Indians have chewed coca 3 leaves for hundreds of years.
",0
"The right of indigenous communities in South 6 Americas Andean region to chew coca leaf was removed in 1964 when Bolivia was under a dictatorship and it signed up to the convention.
",2,"The right of indigenous people in South 6 Americas Andean region to chew coca leaf was removed in 1964 when Bolivia was under a dictatorship and it signed the convention.
",0
"The growing of coca leaves is legal and licensed 12 in Bolivia.
",2,"It is legal to grow coca leaves in Bolivia.
",0
"The figures, released by the Chartered Management Institute (CMI), reveal that men in UK management roles earned average bonuses of 6,442 in 2012 compared with 3,029 for women.
",2,"The numbers, released by the Chartered Management Institute (CMI), show that men in UK management jobs earned average bonuses of 6,442 in 2012  compared with 3,029 for women.
",0
"In the most senior roles, female directors received bonuses of 36,270 over the past 12 months, compared with 63,700 awarded to male directors.
",2,"Female directors received bonuses of 36,270 over the past 12 months, compared with 63,700 received by male directors.
",0
"There must be something wrong with this country, said Nadia al Husin, holding up a banner calling on the government to do more for education.
",2,"There must be something wrong with this country, said Nadia al Husin.
",0
"At a far smaller rally in Brasilia, demonstrators broke through police lines to enter the high-security area of the national congress.
",2,"At a smaller rally in Brasilia, demonstrators entered the high-security area of the national congress.
",0
"In Belo Horizonte, police clashed with protesters who tried to break through a cordon around a football stadium hosting a Confederations Cup match between Nigeria and Tahiti.
",2,"In Belo Horizonte, police clashed with protesters who tried to get into a football stadium, where there was a Confederations Cup match between Nigeria and Tahiti.
",0
"But now Brazil is once again in crisis, with a constant rise in prices, so people are finally reacting.
",2,"But now Brazil once again has problems, with a constant rise in prices, so people are finally reacting.
",0
"Brazilians tend to be too nice sometimes  they enjoy partying rather than protesting  but something is changing, said Deli Borsari, a 53-year-old yoga instructor.
",2,"Brazilians are usually too nice; they enjoy partying, not protesting, but something is changing, said Deli Borsari, a 53-year-old yoga teacher.
",0
"Footage showed frightened Japanese supporters rushing from the area holding their children, as the sound of shots  perhaps rubber bullets or tear gas  was heard.
",2,"Frightened Japanese supporters ran from the area holding their children, when they heard shots  perhaps rubber bullets or tear gas.
",0
"Another protest march, near Rios Maracana Stadium, was met with a similarly heavy police response.
",2,"Another protest march, near Rios Maracana Stadium, also had a heavy police response.
",0
"Health warnings covering nearly two-thirds of cigarette packs and a ban on menthol cigarettes across the EU have come a step nearer following a vote in the European Parliament.
",2,"The European Parliament have said that health warnings will cover nearly two-thirds of cigarette packs and there will be a ban on menthol cigarettes in the EU.
",0
"However, we are disappointed with the decision to reject the proposal to regulate nicotine-containing products (NCPs), including e-cigarettes, as medicines.
",2,"But we are disappointed with the decision not to regulate nicotine-containing products (NCPs), including e-cigarettes, as medicines.
",0
"Figures show smoking levels in England are at their lowest since records began  19.5 per cent  but we are determined to further reduce rates of smoking and believe this important step will help.
",2,"Smoking levels in England are at their lowest since records began  19.5 per cent  but we want to reduce the numbers of people smoking even more and believe this important step will help.
",0
